60	5,9964006479	8,9878549198	3600	7,7459666924
61	6,0962176871	9,1372376624	3721	7,8102496759
62	6,19602863	9,2865998462	3844	7,874007874
63	6,295833377	9,4359411352	3969	7,9372539332
64	6,395631828	9,5852611933	4096	8
65	6,4954238835	9,7345596846	4225	8,0622577483
66	6,5952094435	9,8838362731	4356	8,1240384046
67	6,6949884083	10,033090623	4489	8,1853527719
68	6,7947606781	10,1823223984	4624	8,2462112512
69	6,8945261532	10,3315312636	4761	8,3066238629
70	6,9942847338	10,4807168829	4900	8,3666002653
71	7,09403632	10,6298789206	5041	8,4261497732
72	7,1937808122	10,779017041	5184	8,4852813742
73	7,2935181107	10,9281309087	5329	8,5440037453
74	7,3932481156	11,077220188	5476	8,602325267
75	7,4929707273	11,2262845437	5625	8,6602540378
76	7,592685846	11,3753236402	5776	8,7177978871
77	7,692393372	11,5243371422	5929	8,7749643874
78	7,7920932056	11,6733247144	6084	8,8317608663
79	7,8917852472	11,8222860217	6241	8,8881944173
80	7,9914693969	11,9712207289	6400	8,94427191
81	8,0911455552	12,1201285008	6561	9
82	8,1908136223	12,2690090024	6724	9,0553851381
83	8,2904734987	12,4178618988	6889	9,1104335791
84	8,3901250845	12,566686855	7056	9,1651513899
85	8,4897682802	12,7154835361	7225	9,2195444573
86	8,5894029862	12,8642516074	7396	9,2736184955
87	8,6890291028	13,0129907342	7569	9,3273790531
88	8,7886465303	13,1617005817	7744	9,3808315196
89	8,8882551692	13,3103808154	7921	9,4339811321
90	8,9878549198	13,4590311007	8100	9,4868329805
91	9,0874456826	13,6076511033	8281	9,5393920142
92	9,1870273579	13,7562404886	8464	9,5916630466
93	9,2865998462	13,9047989224	8649	9,643650761
94	9,3861630479	14,0533260704	8836	9,6953597148
95	9,4857168635	14,2018215984	9025	9,7467943448
96	9,5852611933	14,3502851723	9216	9,7979589711
97	9,6847959378	14,4987164581	9409	9,8488578018
98	9,7843209976	14,6471151218	9604	9,8994949366
99	9,8838362731	14,7954808295	9801	9,9498743711
100	9,9833416647	14,9438132474	10000	10
101	10,082837073	15,0921120416	10201	10,0498756211
102	10,1823223984	15,2403768787	10404	10,0995049384
103	10,2817975415	15,3886074249	10609	10,1488915651
104	10,3812624028	15,5368033467	10816	10,1980390272
105	10,4807168829	15,6849643108	11025	10,246950766
106	10,5801608822	15,8330899836	11236	10,295630141
107	10,6795943014	15,9811800321	11449	10,3440804328
108	10,779017041	16,1292341228	11664	10,3923048454
109	10,8784290016	16,2772519228	11881	10,4403065089
110	10,9778300837	16,425233099	12100	10,4880884817
111	11,077220188	16,5731773185	12321	10,5356537529
112	11,1765992151	16,7210842483	12544	10,5830052443
113	11,2759670656	16,8689535556	12769	10,6301458127
114	11,3753236402	17,0167849078	12996	10,677078252
115	11,4746688394	17,1645779723	13225	10,7238052948
116	11,5740025639	17,3123324165	13456	10,7703296143
117	11,6733247144	17,4600479079	13689	10,8166538264
118	11,7726351917	17,6077241142	13924	10,8627804912
119	11,8719338962	17,7553607032	14161	10,9087121146
120	11,9712207289	17,9029573426	14400	10,9544511501
121	12,0704955903	18,0505137003	14641	11
122	12,1697583813	18,1980294444	14884	11,0453610172
123	12,2690090024	18,345504243	15129	11,0905365064
124	12,3682473546	18,4929377642	15376	11,1355287257
125	12,4674733385	18,6403296762	15625	11,1803398875
126	12,566686855	18,7876796476	15876	11,2249721603
127	12,6658878047	18,9349873466	16129	11,2694276696
128	12,7650760886	19,082252442	16384	11,313708499
129	12,8642516074	19,2294746023	16641	11,3578166916
130	12,963414262	19,3766534962	16900	11,401754251
131	13,0625639531	19,5237887928	17161	11,4455231423
132	13,1617005817	19,6708801608	17424	11,4891252931
133	13,2608240486	19,8179272693	17689	11,5325625947
134	13,3599342546	19,9649297875	17956	11,5758369028
135	13,4590311007	20,1118873846	18225	11,6189500386
136	13,5581144878	20,25879973	18496	11,6619037897
137	13,6571843168	20,4056664931	18769	11,7046999107
138	13,7562404886	20,5524873434	19044	11,7473401245
139	13,8552829042	20,6992619507	19321	11,7898261226
140	13,9543114644	20,8459899846	19600	11,8321595662
141	14,0533260704	20,9926711151	19881	11,874342087
142	14,152326623	21,139305012	20164	11,9163752878
143	14,2513130233	21,2858913456	20449	11,9582607431
144	14,3502851723	21,4324297858	20736	12
145	14,4492429711	21,5789200032	21025	12,0415945788
146	14,5481863205	21,7253616679	21316	12,0830459736
147	14,6471151218	21,8717544507	21609	12,124355653
148	14,746029276	22,0180980219	21904	12,1655250606
149	14,8449286841	22,1643920525	22201	12,2065556157
150	14,9438132474	22,3106362132	22500	12,2474487139
151	15,0426828668	22,4568301749	22801	12,2882057274
152	15,1415374435	22,6029736089	23104	12,3288280059
153	15,2403768787	22,7490661861	23409	12,3693168769
154	15,3392010735	22,8951075779	23716	12,409673646
155	15,4380099291	23,0410974558	24025	12,449899598
156	15,5368033467	23,1870354912	24336	12,4899959968
157	15,6355812275	23,3329213557	24649	12,5299640861
158	15,7343434727	23,4787547213	24964	12,56980509
159	15,8330899836	23,6245352596	25281	12,6095202129
160	15,9318206614	23,7702626427	25600	12,6491106407
161	16,0305354074	23,9159365428	25921	12,6885775404
162	16,1292341228	24,061556632	26244	12,7279220614
163	16,227916709	24,2071225827	26569	12,7671453348
164	16,3265830673	24,3526340674	26896	12,8062484749
165	16,425233099	24,4980907586	27225	12,8452325787
166	16,5238667055	24,6434923292	27556	12,8840987267
167	16,6224837881	24,788838452	27889	12,9228479833
168	16,7210842483	24,9341287998	28224	12,9614813968
169	16,8196679873	25,0793630459	28561	13
170	16,9182349067	25,2245408634	28900	13,0384048104
171	17,0167849078	25,3696619258	29241	13,0766968306
172	17,1153178922	25,5147259063	29584	13,1148770486
173	17,2138337613	25,6597324788	29929	13,152946438
174	17,3123324165	25,8046813169	30276	13,1909059583
175	17,4108137594	25,9495720945	30625	13,2287565553
176	17,5092776914	26,0944044855	30976	13,2664991614
177	17,6077241142	26,2391781641	31329	13,3041346957
178	17,7061529293	26,3838928046	31684	13,3416640641
179	17,8045640382	26,5285480814	32041	13,3790881603
180	17,9029573426	26,6731436689	32400	13,416407865
181	18,001332744	26,8176792418	32761	13,4536240471
182	18,0996901441	26,962154475	33124	13,4907375632
183	18,1980294444	27,1065690434	33489	13,5277492585
184	18,2963505468	27,250922622	33856	13,5646599663
185	18,3946533528	27,395214886	34225	13,6014705087
186	18,4929377642	27,5394455108	34596	13,638181697
187	18,5912036826	27,6836141719	34969	13,6747943312
188	18,6894510098	27,8277205448	35344	13,7113092008
189	18,7876796476	27,9717643054	35721	13,7477270849
190	18,8858894977	28,1157451295	36100	13,7840487521
191	18,9840804619	28,2596626932	36481	13,8202749611
192	19,082252442	28,4035166727	36864	13,8564064606
193	19,1804053398	28,5473067443	37249	13,8924439894
194	19,2785390573	28,6910325845	37636	13,9283882772
195	19,3766534962	28,8346938698	38025	13,9642400438
196	19,4747485585	28,9782902771	38416	14
197	19,5728241461	29,1218214832	38809	14,0356688476
198	19,6708801608	29,2652871653	39204	14,0712472795
199	19,7689165046	29,4086870005	39601	14,1067359797
200	19,8669330795	29,5520206661	40000	14,1421356237
201	19,9649297875	29,6952878397	40401	14,1774468788
202	20,0629065305	29,838488199	40804	14,2126704036
203	20,1608632107	29,9816214216	41209	14,2478068488
204	20,25879973	30,1246871856	41616	14,2828568571
205	20,3567159905	30,2676851691	42025	14,3178210633
206	20,4546118943	30,4106150503	42436	14,3527000944
207	20,5524873434	30,5534765076	42849	14,3874945699
208	20,6503422401	30,6962692196	43264	14,4222051019
209	20,7481764864	30,8389928651	43681	14,4568322948
210	20,8459899846	30,9816471228	44100	14,4913767462
211	20,9437826368	31,1242316718	44521	14,5258390463
212	21,0415543452	31,2667461913	44944	14,5602197786
213	21,139305012	31,4091903606	45369	14,5945195193
214	21,2370345396	31,5515638593	45796	14,6287388383
215	21,3347428301	31,6938663669	46225	14,6628782986
216	21,4324297858	31,8360975634	46656	14,6969384567
217	21,5300953092	31,9782571287	47089	14,7309198627
218	21,6277393024	32,1203447429	47524	14,7648230602
219	21,7253616679	32,2623600863	47961	14,7986485869
220	21,8229623081	32,4043028395	48400	14,8323969742
221	21,9205411253	32,546172683	48841	14,8660687473
222	22,0180980219	32,6879692976	49284	14,8996644258
223	22,1156329005	32,8296923643	49729	14,9331845231
224	22,2131456634	32,9713415642	50176	14,9666295471
225	22,3106362132	33,1129165785	50625	15
226	22,4081044523	33,2544170889	51076	15,0332963784
227	22,5055502834	33,3958427768	51529	15,0665191733
228	22,6029736089	33,5371933241	51984	15,0996688705
229	22,7003743314	33,6784684127	52441	15,1327459504
230	22,7977523535	33,8196677248	52900	15,1657508881
231	22,8951075779	33,9607909426	53361	15,1986841536
232	22,9924399072	34,1018377487	53824	15,2315462117
233	23,0897492441	34,2428078256	54289	15,2643375225
234	23,1870354912	34,3837008563	54756	15,2970585408
235	23,2842985512	34,5245165236	55225	15,3297097168
236	23,381538327	34,6652545108	55696	15,3622914957
237	23,4787547213	34,8059145012	56169	15,3948043183
238	23,5759476367	34,9464961783	56644	15,4272486205
239	23,6731169763	35,0869992258	57121	15,4596248337
240	23,7702626427	35,2274233275	57600	15,4919333848
241	23,8673845389	35,3677681676	58081	15,5241746963
242	23,9644825677	35,5080334302	58564	15,5563491861
243	24,061556632	35,6482187997	59049	15,5884572681
244	24,1586066347	35,7883239608	59536	15,6204993518
245	24,2556324789	35,9283485981	60025	15,6524758425
246	24,3526340674	36,0682923967	60516	15,6843871414
247	24,4496113033	36,2081550416	61009	15,7162336455
248	24,5465640895	36,3479362182	61504	15,748015748
249	24,6434923292	36,487635612	62001	15,7797338381
250	24,7403959255	36,6272529086	62500	15,8113883008
251	24,8372747813	36,7667877939	63001	15,8429795178
252	24,9341287998	36,9062399539	63504	15,8745078664
253	25,0309578843	37,0456090749	64009	15,9059737206
254	25,1277619377	37,1848948434	64516	15,9373774505
255	25,2245408634	37,3240969458	65025	15,9687194227
256	25,3212945646	37,463215069	65536	16
257	25,4180229445	37,6022489	66049	16,0312195419
258	25,5147259063	37,7411981259	66564	16,0623784042
259	25,6114033535	37,8800624342	67081	16,0934769394
260	25,7080551892	38,0188415123	67600	16,1245154966
261	25,8046813169	38,1575350481	68121	16,1554944214
262	25,9012816399	38,2961427294	68644	16,1864140562
263	25,9978560616	38,4346642444	69169	16,2172747402
264	26,0944044855	38,5730992815	69696	16,2480768093
265	26,190926815	38,7114475291	70225	16,2788205961
266	26,2874229535	38,8497086759	70756	16,3095064303
267	26,3838928046	38,9878824109	71289	16,3401346384
268	26,4803362718	39,1259684232	71824	16,3707055437
269	26,5767532587	39,2639664021	72361	16,4012194669
270	26,6731436689	39,4018760371	72900	16,4316767252
271	26,7695074059	39,5396970179	73441	16,4620776332
272	26,8658443734	39,6774290343	73984	16,4924225025
273	26,962154475	39,8150717766	74529	16,5227116419
274	27,0584376145	39,952624935	75076	16,5529453572
275	27,1546936956	40,0900882	75625	16,5831239518
276	27,250922622	40,2274612623	76176	16,6132477258
277	27,3471242974	40,3647438128	76729	16,6433169771
278	27,4432986258	40,5019355427	77284	16,6733320005
279	27,5394455108	40,6390361432	77841	16,7032930885
280	27,6355648564	40,776045306	78400	16,7332005307
281	27,7316565664	40,9129627226	78961	16,7630546142
282	27,8277205448	41,0497880851	79524	16,7928556237
283	27,9237566955	41,1865210856	80089	16,8226038413
284	28,0197649224	41,3231614164	80656	16,8522995464
285	28,1157451295	41,4597087702	81225	16,8819430161
286	28,2116972209	41,5961628396	81796	16,9115345253
287	28,3076211006	41,7325233176	82369	16,9410743461
288	28,4035166727	41,8687898975	82944	16,9705627485
289	28,4993838413	42,0049622727	83521	17
290	28,5952225105	42,1410401367	84100	17,0293863659
291	28,6910325845	42,2770231833	84681	17,0587221092
292	28,7868139674	42,4129111067	85264	17,0880074906
293	28,8825665635	42,5487036011	85849	17,1172427686
294	28,9782902771	42,6844003609	86436	17,1464281995
295	29,0739850124	42,8200010808	87025	17,1755640373
296	29,1696506737	42,9555054557	87616	17,2046505341
297	29,2652871653	43,0909131808	88209	17,2336879396
298	29,3608943917	43,2262239513	88804	17,2626765016
299	29,4564722571	43,3614374628	89401	17,2916164658
300	29,5520206661	43,4965534111	90000	17,3205080757
301	29,6475395231	43,6315714922	90601	17,3493515729
302	29,7430287326	43,7664914023	91204	17,378147197
303	29,838488199	43,9013128378	91809	17,4068951855
304	29,9339178269	44,0360354953	92416	17,4355957742
305	30,0293175209	44,1706590718	93025	17,4642491966
306	30,1246871856	44,3051832643	93636	17,4928556845
307	30,2200267256	44,4396077702	94249	17,5214154679
308	30,3153360456	44,573932287	94864	17,5499287748
309	30,4106150503	44,7081565124	95481	17,5783958312
310	30,5058636443	44,8422801446	96100	17,6068168617
311	30,6010817325	44,9763028816	96721	17,6351920885
312	30,6962692196	45,1102244219	97344	17,6635217327
313	30,7914260105	45,2440444643	97969	17,691806013
314	30,8865520099	45,3777627076	98596	17,7200451467
315	30,9816471228	45,5113788509	99225	17,7482393493
316	31,076711254	45,6448925936	99856	17,7763888346
317	31,1717443085	45,7783036354	100489	17,8044938148
318	31,2667461913	45,911611676	101124	17,8325545001
319	31,3617168073	46,0448164155	101761	17,8605710995
320	31,4566560616	46,1779175541	102400	17,88854382
321	31,5515638593	46,3109147925	103041	17,9164728672
322	31,6464401054	46,4438078314	103684	17,9443584449
323	31,741284705	46,5765963717	104329	17,9722007556
324	31,8360975634	46,7092801146	104976	18
325	31,9308785857	46,8418587617	105625	18,0277563773
326	32,0256276771	46,9743320147	106276	18,0554700853
327	32,1203447429	47,1066995754	106929	18,08314132
328	32,2150296883	47,238961146	107584	18,1107702763
329	32,3096824188	47,3711164291	108241	18,1383571472
330	32,4043028395	47,5031651271	108900	18,1659021246
331	32,4988908559	47,635106943	109561	18,1934053987
332	32,5934463735	47,76694158	110224	18,2208671583
333	32,6879692976	47,8986687413	110889	18,2482875909
334	32,7824595337	48,0302881307	111556	18,2756668825
335	32,8769169874	48,161799452	112225	18,3030052177
336	32,9713415642	48,2932024092	112896	18,3303027798
337	33,0657331696	48,4244967067	113569	18,3575597507
338	33,1600917093	48,5556820491	114244	18,3847763109
339	33,2544170889	48,6867581413	114921	18,4119526395
340	33,3487092141	48,8177246883	115600	18,4390889146
341	33,4429679906	48,9485813954	116281	18,4661853126
342	33,5371933241	49,0793279683	116964	18,4932420089
343	33,6313851204	49,2099641126	117649	18,5202591775
344	33,7255432854	49,3404895346	118336	18,547236991
345	33,8196677248	49,4709039405	119025	18,574175621
346	33,9137583445	49,6012070369	119716	18,6010752377
347	34,0078150505	49,7313985305	120409	18,6279360102
348	34,1018377487	49,8614781286	121104	18,6547581062
349	34,195826345	49,9914455384	121801	18,6815416923
350	34,2897807455	50,1213004674	122500	18,7082869339
351	34,3837008563	50,2510426235	123201	18,7349939952
352	34,4775865833	50,3806717148	123904	18,7616630393
353	34,5714378328	50,5101874496	124609	18,7882942281
354	34,6652545108	50,6395895365	125316	18,8148877222
355	34,7590365236	50,7688776843	126025	18,8414436814
356	34,8527837773	50,8980516022	126736	18,8679622641
357	34,9464961783	51,0271109995	127449	18,8944436277
358	35,0401736327	51,1560555858	128164	18,9208879284
359	35,133816047	51,2848850711	128881	18,9472953215
360	35,2274233275	51,4135991653	129600	18,973665961
361	35,3209953806	51,542197579	130321	19
362	35,4145321126	51,6706800227	131044	19,0262975904
363	35,5080334302	51,7990462075	131769	19,0525588833
364	35,6014992397	51,9272958444	132496	19,0787840283
365	35,6949294477	52,0554286449	133225	19,1049731745
366	35,7883239608	52,1834443207	133956	19,1311264697
367	35,8816826855	52,3113425838	134689	19,1572440607
368	35,9750055286	52,4391231464	135424	19,1833260933
369	36,0682923967	52,566785721	136161	19,2093727123
370	36,1615431965	52,6943300203	136900	19,2353840617
371	36,2547578347	52,8217557575	137641	19,2613602843
372	36,3479362182	52,9490626456	138384	19,287301522
373	36,4410782538	53,0762503985	139129	19,3132079158
374	36,5341838483	53,2033187298	139876	19,3390796058
375	36,6272529086	53,3302673536	140625	19,364916731
376	36,7202853417	53,4570959844	141376	19,3907194297
377	36,8132810544	53,5838043367	142129	19,4164878389
378	36,9062399539	53,7103921255	142884	19,4422220952
379	36,9991619472	53,8368590659	143641	19,4679223339
380	37,0920469413	53,9632048734	144400	19,4935886896
381	37,1848948434	54,0894292637	145161	19,5192212959
382	37,2777055605	54,2155319529	145924	19,5448202857
383	37,370479	54,3415126571	146689	19,5703857908
384	37,463215069	54,4673710929	147456	19,5959179423
385	37,5559136748	54,5931069771	148225	19,6214168703
386	37,6485747246	54,7187200269	148996	19,6468827044
387	37,7411981259	54,8442099596	149769	19,6723155729
388	37,833783786	54,9695764929	150544	19,6977156036
389	37,9263316123	55,0948193446	151321	19,7230829233
390	38,0188415123	55,219938233	152100	19,7484176581
391	38,1113133935	55,3449328766	152881	19,7737199333
392	38,2037471633	55,4698029941	153664	19,7989898732
393	38,2961427294	55,5945483045	154449	19,8242276016
394	38,3884999994	55,7191685273	155236	19,8494332413
395	38,4808188808	55,8436633819	156025	19,8746069144
396	38,5730992815	55,9680325884	156816	19,8997487421
397	38,665341109	56,0922758667	157609	19,9248588452
398	38,7575442712	56,2163929375	158404	19,9499373433
399	38,8497086759	56,3403835214	159201	19,9749843554
400	38,9418342309	56,4642473395	160000	20
401	39,033920844	56,587984113	160801	20,0249843945
402	39,1259684232	56,7115935637	161604	20,0499376558
403	39,2179768765	56,8350754132	162409	20,0748598999
404	39,3099461117	56,9584293838	163216	20,0997512422
405	39,4018760371	57,081655198	164025	20,1246117975
406	39,4937665605	57,2047525786	164836	20,1494416796
407	39,5856175902	57,3277212484	165649	20,1742410018
408	39,6774290343	57,4505609309	166464	20,1990098767
409	39,769200801	57,5732713496	167281	20,2237484162
410	39,8609327984	57,6958522285	168100	20,2484567313
411	39,952624935	57,8183032918	168921	20,2731349327
412	40,0442771189	57,9406242639	169744	20,2977831302
413	40,1358892585	58,0628148697	170569	20,3224014329
414	40,2274612623	58,1848748341	171396	20,3469899494
415	40,3189930386	58,3068038826	172225	20,3715487875
416	40,4104844959	58,4286017408	173056	20,3960780544
417	40,5019355427	58,5502681346	173889	20,4205778567
418	40,5933460876	58,6718027904	174724	20,4450483003
419	40,6847160391	58,7932054347	175561	20,4694894905
420	40,776045306	58,9144757942	176400	20,4939015319
421	40,8673337967	59,0356135962	177241	20,5182845287
422	40,9585814202	59,1566185682	178084	20,5426385842
423	41,0497880851	59,2774904377	178929	20,5669638012
424	41,1409537002	59,3982289329	179776	20,591260282
425	41,2320781743	59,5188337822	180625	20,6155281281
426	41,3231614164	59,639304714	181476	20,6397674406
427	41,4142033353	59,7596414575	182329	20,6639783198
428	41,50520384	59,8798437418	183184	20,6881608656
429	41,5961628396	59,9999112965	184041	20,7123151772
430	41,6870802429	60,1198438514	184900	20,7364413533
431	41,7779559592	60,2396411367	185761	20,760539492
432	41,8687898975	60,3593028828	186624	20,7846096908
433	41,9595819671	60,4788288205	187489	20,8086520467
434	42,050332077	60,5982186809	188356	20,832666656
435	42,1410401367	60,7174721953	189225	20,8566536146
436	42,2317060553	60,8365890954	190096	20,8806130178
437	42,3223297422	60,9555691132	190969	20,9045449604
438	42,4129111067	61,074411981	191844	20,9284495365
439	42,5034500584	61,1931174314	192721	20,9523268398
440	42,5939465066	61,3116851973	193600	20,9761769634
441	42,6844003609	61,430115012	194481	21
442	42,7748115307	61,5484066089	195364	21,0237960416
443	42,8651799258	61,666559722	196249	21,0475651798
444	42,9555054557	61,7845740853	197136	21,0713075057
445	43,0457880301	61,9024494333	198025	21,0950231097
446	43,1360275587	62,0201855008	198916	21,1187120819
447	43,2262239513	62,137782023	199809	21,1423745119
448	43,3163771176	62,2552387352	200704	21,1660104885
449	43,4064869676	62,3725553731	201601	21,1896201004
450	43,4965534111	62,4897316728	202500	21,2132034356
451	43,5865763581	62,6067673706	203401	21,2367605816
452	43,6765557185	62,7236622032	204304	21,2602916255
453	43,7664914023	62,8404159076	205209	21,2837966538
454	43,8563833196	62,9570282211	206116	21,3072757527
455	43,9462313806	63,0734988813	207025	21,3307290077
456	44,0360354953	63,1898276262	207936	21,3541565041
457	44,125795574	63,306014194	208849	21,3775583264
458	44,2155115269	63,4220583232	209764	21,400934559
459	44,3051832643	63,5379597529	210681	21,4242852856
460	44,3948106966	63,6537182222	211600	21,4476105895
461	44,484393734	63,7693334706	212521	21,4709105536
462	44,573932287	63,8848052381	213444	21,4941852602
463	44,6634262661	64,0001332648	214369	21,5174347914
464	44,7528755818	64,1153172912	215296	21,5406592285
465	44,8422801446	64,2303570582	216225	21,5638586528
466	44,9316398651	64,3452523069	217156	21,5870331449
467	45,020954654	64,4600027788	218089	21,610182785
468	45,1102244219	64,5746082158	219024	21,6333076528
469	45,1994490796	64,6890683598	219961	21,6564078277
470	45,2886285379	64,8033829536	220900	21,6794833887
471	45,3777627076	64,9175517397	221841	21,7025344142
472	45,4668514994	65,0315744614	222784	21,7255609824
473	45,5558948245	65,145450862	223729	21,7485631709
474	45,6448925936	65,2591806854	224676	21,7715410571
475	45,7338447179	65,3727636757	225625	21,7944947177
476	45,8227511083	65,4861995773	226576	21,8174242293
477	45,911611676	65,599488135	227529	21,8403296678
478	46,0004263321	65,7126290938	228484	21,8632111091
479	46,0891949877	65,8256221993	229441	21,8860686282
480	46,1779175541	65,9384671971	230400	21,9089023002
481	46,2665939427	66,0511638335	231361	21,9317121995
482	46,3552240646	66,1637118547	232324	21,9544984001
483	46,4438078314	66,2761110076	233289	21,9772609758
484	46,5323451543	66,3883610393	234256	22
485	46,6208359449	66,5004616972	235225	22,0227155455
486	46,7092801146	66,6124127291	236196	22,045407685
487	46,7976775751	66,7242138831	237169	22,0680764907
488	46,8860282379	66,8358649076	238144	22,0907220344
489	46,9743320147	66,9473655515	239121	22,1133443875
490	47,0625888171	67,0587155638	240100	22,1359436212
491	47,150798557	67,169914694	241081	22,1585198062
492	47,238961146	67,280962692	242064	22,1810730128
493	47,3270764962	67,3918593078	243049	22,2036033112
494	47,4151445192	67,502604292	244036	22,2261107709
495	47,5031651271	67,6131973953	245025	22,2485954613
496	47,5911382318	67,723638369	246016	22,2710574513
497	47,6790637454	67,8339269645	247009	22,2934968096
498	47,76694158	67,9440629337	248004	22,3159136044
499	47,8547716476	68,0540460288	249001	22,3383079037
500	47,9425538604	68,1638760023	250000	22,360679775
501	48,0302881307	68,2735526072	251001	22,3830292856
502	48,1179743707	68,3830755965	252004	22,4053565024
503	48,2056124927	68,492444724	253009	22,427661492
504	48,2932024092	68,6016597435	254016	22,4499443206
505	48,3807440324	68,7107204093	255025	22,4722050542
506	48,4682372749	68,819626476	256036	22,4944437584
507	48,5556820491	68,9283776986	257049	22,5166604984
508	48,6430782677	69,0369738323	258064	22,5388553392
509	48,7304258432	69,1454146329	259081	22,5610283454
510	48,8177246883	69,2536998563	260100	22,5831795813
511	48,9049747156	69,361829259	261121	22,6053091109
512	48,992175838	69,4698025975	262144	22,627416998
513	49,0793279683	69,5776196291	263169	22,6495033058
514	49,1664310191	69,685280111	264196	22,6715680975
515	49,2534849036	69,792783801	265225	22,6936114358
516	49,3404895346	69,9001304574	266256	22,7156333832
517	49,4274448251	70,0073198384	267289	22,7376340018
518	49,5143506882	70,114351703	268324	22,7596133535
519	49,6012070369	70,2212258104	269361	22,7815714998
520	49,6880137844	70,32794192	270400	22,803508502
521	49,7747708439	70,4344997918	271441	22,825424421
522	49,8614781286	70,540899186	272484	22,8473193176
523	49,9481355519	70,6471398632	273529	22,8691932521
524	50,034743027	70,7532215844	274576	22,8910462845
525	50,1213004674	70,8591441109	275625	22,9128784748
526	50,2078077865	70,9649072043	276676	22,9346898824
527	50,2942648978	71,0705106267	277729	22,9564805665
528	50,3806717148	71,1759541404	278784	22,9782505862
529	50,4670281511	71,2812375083	279841	23
530	50,5533341205	71,3863604935	280900	23,0217288664
531	50,6395895365	71,4913228594	281961	23,0434372436
532	50,7257943129	71,5961243698	283024	23,0651251893
533	50,8119483635	71,700764789	284089	23,0867927612
534	50,8980516022	71,8052438815	285156	23,1084400166
535	50,9841039429	71,9095614122	286225	23,1300670124
536	51,0701052994	72,0137171464	287296	23,1516738056
537	51,1560555858	72,1177108498	288369	23,1732604525
538	51,2419547162	72,2215422884	289444	23,1948270095
539	51,3278026047	72,3252112286	290521	23,2163735325
540	51,4135991653	72,428717437	291600	23,2379000772
541	51,4993443124	72,5320606809	292681	23,2594066992
542	51,5850379601	72,6352407276	293764	23,2808934536
543	51,6706800227	72,7382573451	294849	23,3023603955
544	51,7562704147	72,8411103016	295936	23,3238075794
545	51,8418090505	72,9437993656	297025	23,3452350599
546	51,9272958444	73,046324306	298116	23,3666428911
547	52,012730711	73,1486848923	299209	23,3880311271
548	52,0981135649	73,2508808941	300304	23,4093998214
549	52,1834443207	73,3529120814	301401	23,4307490277
